Hviezdičky,Miesto,Adresa,Text,Datum
5,Sakura's,"Palachova 1404, 460 01 Liberec-Staré Město","Příjemné místo pro oběd, které je součástí NG Plaza. Máte možnost buď klasicky objednat jídlo u obsluhy z jídelního lístku. Nebo se posadíte k Running sushi. K nekonečnému pásu s mističkami a vybíráte si a ochutnáváte.
Oběd vyřešíte deseti či patnácti mističkami za pevnou cenu. V době oběda tu mají plno a je lepším si udělat i rezervaci nebo si chvíli počkat. Parkovat lze v podzemních garážích nebo dojdete pěšky. V létě oceníte i venkovních zahrádku. Personál milý, vstřícný a nekonfliktní.",2021-05-16
5,Moto Riegl s.r.o.,"Minkovická 5, 463 12 Liberec-Doubí",(žádný text),2021-05-16
4,Panský lom,463 12 Liberec,"Příjemné zastavení při cestě na Ještěd. Přírodní památka Panský lom.
Nebo jen mini výšlap k ""U lomu"", kde je veřejné ohniště a přírodní posezení. Uklizené místo. Hezké prostředí.",2021-05-16
5,Espressone Česká republika,"Jankovcova 1037/49, 170 00 Praha 7-Holešovice","Zde se rozdávají úsměvy, co vydrží celý týden. Velmi milá a příjemná obsluha. Káva výtečná. Posezení vevnitř i venku. Příjemný interiér. Otevřeno jen do 17 hodiny.",2021-05-16
4,Classic 7 Business Park,"Jankovcova 1576, 170 00 Praha 7-Holešovice","Klidné místo s moderní architekturou. Osvěžující koncept zeleně, který rozbíjí celistvý prostor.",2021-05-16
4,Valdštejnské domky,"Větrná 268, 460 01 Liberec-Staré Město","Průčelí tří nejstarších dochovalých domů. Lze vidět náhodně při toulkách Libercem, nebo můžete cíleně naplánovat cestu sem, do Větrné uličky. Je to jen kousek od historické radnice. Zejděte, pokochejte se, vyfoťte si, nebo jen vtiskněte do paměti. Jako ostatně vše ostatní, co se naší historie týče.",2021-05-16
5,CMÍRAL - Kadeřnické potřeby,"Mrštíkova 399/2a, 460 07 Liberec","Vždy profesionální přístup!
Velký výběr z kvalitní vlasové kosmetiky, doplňků. Dobrá otvírací doba. Parking v Nitranské ulici na blikačky. Dá se. Platby cash i terminálem. Nákup bez registrace a to si cením!",2021-05-16
4,Farmářské trhy,"5. května 460 01, 460 01 Liberec","Každý čtvrtek máte možnost nakoupit regionální potraviny na Farmářských trzích. Pečivo, sýry, mléko, pomazánky, sirupy, marmelády, koření, zeleninu, ovoce, květiny, uzeniny, čerstvé ryby... Ceny různé, dle sezónnosti a poptávky. Za mě příjemné zpestření nákupů.",2021-05-16
3,Potraviny u Větráka,"Tyršova 293, 507 13 Železnice","Rychlý nákup, když něco zapomenete. Obchod je u hlavní silnice (i parkování).",2021-05-16
5,Cukrářství Rohlíček,"Šimonova 232, 507 13 Železnice","Malebné městečko, které stojí za to navštívit pokud jste v Českém ráji či v pohádkovém městě Jičín. Tady, v Železnici, můžete navštívit krásné Vlastivědné muzeum, kostel sv. Jiljí. Dobře se tu najíst /Restaurace U Jindry nebo Mikulecká vinárna/, dát si výtečnou kávu a zaposlouchat se do umění v Café Terasy. Zajít se podívat na místní fotbal. Dlouhou tradicí se tu pyšní i dobrovolní hasiči a jejich ""Máňa"". V okolí se můžete vyškrábat na Železňák, Zebín. Podívat se na zříceniny hradů Bradlec, Kumburk.... a další a další.",2021-05-16
4,Restaurace a penzion u Jindry,"Husova 127, 507 13 Železnice","Klidná, krásná restaurace v Železnici. Příjemné posezení na terase. Obsluha milá, ochotná. Parkování před restaurací nebo v zahradě. Výběr z jídelního lístku dostačující. Jídla byla dobrá. Točená limča OK. Pivo vychlazené. Atmosféra rodinného typu. Zahrada krásná a upravená. Dobře se na terase sedí a popíjí 🍻.",2021-05-16
5,"Potten & Pannen - Staněk, Westfield Chodov","Roztylská 2321/19, 148 00 Praha 11-Chodov","Kvalita a design u každé značky, kterou najdete v prodejně Potten & Pannen je zaručena. Je na co se dívat. Porcelán, nádobí a kompletní nabídka Kusmi Tea.",2021-05-16
4,Reserved,"Roztylská 2321, 148 00 Praha 11-Chodov","Jednopodlažní prodejna s módou, ve které se velmi dobře nakupuje. Najdete ji v 0.NP, u infostánku - mezi ""kruhovým"" a ""čtvercovým"" náměstím.",2021-05-16
5,Westfield Chodov,"Roztylská 2321/19, 148 00 Praha 11-Chodov","Moderní obchodní centrum plné módy, restaurací a služeb. Z dálnice rovnou na parking, který nabízí 3 hodiny parkování zdarma. Grand Kitchen v nové podobě a s výběrem pestrých chutí. Velké i malé nákupy se vám tu budou líbit. Je jen potřeba se trochu lépe zorientovat ve všech chodbách a patrech. Opravdu to tu je veliké, rozsáhlé, členité...",2021-05-16
4,ZARA,"Roztylská 19, 148 00 Praha 11-Chodov","Vzdušná, dvoupatrová prodejna v OC Chodov. Pánská, dámská a dětská móda. Široký výběr oblečení a doplňků pro děti. Moderní střihy, barevné potisky, módní trendy. Dobře se tu nakupuje.",2021-05-16
4,Paul Westfield Chodov,"Roztylská 2321/19, 148 00 Praha 4-Chodov",Paul Bakery. Výborná nabídka francouzského pečiva. Jejich chleby jsou úžasné. Plněné croissanty nadýchané. Sladké pečivo rozplývající se. Nabídka kávy také nestojí pozadu. K rychlému obědu nabízí polévku. Posadit se lze vevnitř - klidnější. Nebo jsou stolečky v pasáži - rušnější.,2021-05-16
4,Sochy ve skalách,471 29 Brniště,"Krásná a svěží procházka ve skalách. Oceňuji nápad, jak přilákat návštěvníky. Uvidíte obrazce vytesané do skal, ale i spoustu dřevěných plastik.  Okruh má 1600 m a zvládnete ho i s kočárkem. Parkování je cca 100 m od vstupu na stezku. A i v neděli je otevřené okénko, kde si můžete zakoupit turistickou známku a výbornou zmrzku k tomu!",2021-05-16
4,Liberecká radnice,"nám. Dr. E. Beneše 1, 460 59 Liberec","Krásná stavba zvenku, krásnější zevnitř.
Pořádají tu Dny otevřených dveří, prohlídky, svatby, vítání občánků, předávání maturitních vysvědčení, promoce a další městské aktivity.
Před radnicí se snaží město pořádat kulturní, společenské, regionální akce, aby se nám centrum opět oživilo.",2021-05-16
4,Botanická zahrada Liberec,"Purkyňova 630/1, 460 01 Liberec","Liberecká botanická zahrada je opravdu krásná a obdivuhodná. Její skleníková část o desíti různě propojených modulech nabízí pohled na exotické květiny, okrasné rostliny, netřesky, palmy, tropy, subtropy. Letní krásu orchideí a leknínu viktorie stojí za to vidět a botanickou zahradu navštívit i opakovaně. Venkovní expozice - zahrady - jsou také velice krásné a nabádají k odpočinku, relaxaci a klidu.
Parkovat lze v přilehlých uličkách, případně v centru města a dojít do botanické zahrady pěšky po Masarykově třídě. Nebo jet tramvají číslo 3.",2021-05-16
3,Papírnictví PEMILA,"Na Poříčí 554/3, 460 01 Liberec",Velmi dobře vybavené papírnictví. Patří ale k dražším. Otvírací doba standardní. Obsluha 50 na 50. Někdy prodají s úsměvem a poradí. Jindy vidíte zamračené tváře. Dopravní dostupnost - lepší dojít z centra pěšky. Papírové náměstí je často plné a drahé.,2021-05-16
5,SelfieCoffee,"Lazarská 11/6, 120 00 Nové Město","Originální kavárna na nové adrese. Fajn majitelé, kteří vše dělají srdcem. Milí a komunikativní. Výborná káva s přidanou hodnotou. Vaše selfie. Vaše fotografie. Vaše logo. Vynikající zákusky, dezerty, ale i snídaně. Káva s vámi i s sebou. Palec nahoru a těším se na další návštěvu.",2021-05-16
4,OC Novo Plaza,"Novodvorská 1800/136, 142 00 Praha 4","Pohodové nákupní centrum, parkování zdarma, fashion, služby, kosmetika, zdraví, foodcourt a Tesco.
Dojezd a navigace na pohodu. Zábava, divadélka a program pro děti.",2021-05-16
4,Tesco Hypermarket Praha Novodvorská,"Novodvorská 994, 140 00 Praha 4",Rychlý nákup. Dobrá dostupnost. Pohodový parking. Jedny eskalátory a jste v TESCO.,2021-05-16
4,Na Slovance,"Mariánské nám. 100, 250 01 Brandýs nad Labem-Stará Boleslav 1","Super výběr, kam si sednout. Venku na terase, v podjezdu (kde nefouká, jste ve stínu a je tam příjemně) nebo uvnitř. Obsluha mladá, rychlá a  sympatická. Denní menu štědré a za příznivé ceny. V nabídce i domácí limonády. Jídlo bylo dobré. Platba cash u stolu. Platba kartou pouze u baru. Parkovat lze před restaurací, nebo v přilehlých uličkách.",2021-05-16
5,Zmrzlinárna Leda,"nám. Sokolovské 310, 460 01 Liberec-Nové Město","Dech beroucí zmrzlina! Domácí zmrzlina.
Jen můžeme doporučit.
Obsluha příjemná, fronta rychle mizí, uvnitř příjemné, ač malé, posezení. Přes ulici krásná zahrádka s přístupem i pro kočárky a vozíčkáře. Zmrzka do kornoutku či jako pohár do skla.
Z centra je to sem jen pár kroků..",2021-05-16
4,Prodej kozího syra,"Unnamed Road, 277 13 Záryby","Přírodní kozí sýry z Nového Dvora. Najdete na silnici 101 mezi Brandýsem a Kostelcem nad Labem. Prodejna maličká. Pán velice vstřícný. Dnešní nabídka sýrů a pomazánek menší. I tak jsem vybrala. Sýry bez přidaných látek, velmi chutné.",2021-05-16
5,Holičství pod Dolními Kasárnami,"Durychova 985, 460 01 Liberec-Staré Město","Vždy super stříhání pro syna. Dámy jsou tam milé i na dětské zákazníky. Holičství je malé, ale útulné. Rádi se sem vracíme. Parkovat lze naproti. Ceny jsou tady ty lepší v Liberci!",2021-05-16
4,"I.G.D.Z INVESTMENT GROUP DZ, a.s.","Neratovická 220/48, 277 13 Kostelec nad Labem","Srozumitelná komunikace při objednávce. Zboží nachystané a vyexpedované rychle. Bez průtahů. Vzorkovna je krásně vybavena. Dojezd do firmy dobrý, v cíli musíte trochu hledat v areálu.",2021-05-16
4,MOL,"R10 27km (směr Mladá Boleslav, Benátky nad Jizerou 774, 294 71 Benátky nad Jizerou",Rychlá obslužnost. Dobrá káva. Dobrá lokace na trase Praha-Liberec. Najedete ze sjezdu přímo.,2021-05-16
4,Tankodrom Milovice s.r.o.,"Jiřická 1999, 289 23 Milovice nad Labem 1","Vláčkem za 100 Kč/osoba se dostanete z parku Mirákulum na Tankodrom. Je to zcela odlišný areál než zábavní park. Ale nudit se tu nebudete.  Uvidíte vojenskou techniku, auta, Mig 21,  podzemní úkryt, kopii americké základny z Vietnamu. Za 200 Kč/osoba se můžete svést na BVP. Adrenalinový zážitek.
A pokud navštívíte areál při konání Tankového dne, zažijete vojenské ukázky techniky, exhibice, komentované ukázky...  Palec nahoru!",2021-05-16
5,Park Mirakulum,"Topolová 629, 289 24 Milovice nad Labem 1","Aktivní zábavní park. Celodenní aktivita pro všechny. Vyčerpávající. Krásné. Nápadité. Rozmanité. Hravé. Barevné. Promyšlené. Super.
Parkovací plochy u pokladen, pak v dalších přilehlých místech. Doporučuji jet do parku hned ráno. Navigátoři fungují dobře. Parkoviště zdarma. Pokladny rozděleny na platby cash a kartou. Fronta rychle mizela.
Po celém areálu dostatek občerstvovacích barů, WC, slunečníků a sezení. V areálu hodně zeleně, dřevěných lehátek, travnatých ploch. Oceňuji i všudypřítomné odpadkové koše. Jen škoda, že park zavírá již v 18 hodin.
Zpestření je jízda vláčkem na tankodrom. Prohlídka vojenské techniky, zákopů, bunkrů. Vše na rozlehlých plochách, udržované, pod dobrým dojmem.",2021-05-16
4,Letní koupaliště Turnov,"Vojtěcha Maška 2301, 511 01 Turnov 1","Krásné, prostorné koupaliště se skluzavkami a tobogány. Voda měla 25 stupňů a osvěžila. Zelené plochy pro opalování je také dostatek. U bazénů jsou k dispozici plastová lehátka. Občerstvení v bufetu v základní nabídce za průměrné až vyšší ceny. Studené, točené nápoje k dispozici. Nanuky i zmrzka také. Toalety a sprchy byly čisté. U dámských WC non-stop fronta. V parných dnech bylo koupaliště přeplněné. Obtížně se parkovalo. Fronty i na skluzavkách, ve vodě hlava na hlavě. Osvěžit a zchladit se chtěl každý. I tak jsme odjížděli s velmi dobrým dojmem.",2021-05-16
4,Paul’s Cafe Liberec,"nám. Sokolovské 306/7, 460 01 Liberec-Nové Město","Pohodová kavárna, kde můžete začít svůj den!
Snídaně, skvělá káva, dorty.
Terasa s příjemným letním výhledem na starý Liberec a Ještěd.",2021-05-16
4,Villa Omnia,"Trębki Nowe 17a, 05-170, Polsko","Krásný prostor pro eventy, konference.
Milý, vstřícný personál, služby na vysoké úrovni.
Ubytování bylo v rámci eventu.
Opět krásný prostor a sál pro organizování svateb.
Ceny byly - ok.
Parking - v areálu, uzamykatelná závora.
Snídaně a catering - ok.
Jen je tento zajímavý objekt ve vesnici a dojezd do tohoto hezkého místa je po polní cestě. Takže máte dojem, že jste zabloudili. Ale opak je pravdou, dojedete do oázi klidu.",2021-05-16
5,Dwór Złotopolska Dolina,"Trębki Nowe 89, 05-170, Polsko","Krásné místo a krásné ubytování.
Zaměřují se na organizaci svateb a kompletní služby na klíč. Celý hotel je tomu přizpůsoben. Najdete všude romantická zákoutí.
Recepce a booking - rychlá komunikace.
Ceny - super.
Do Varšavy - dobrá cesta a rychlá dostupnost.
Ubytování na služební cestu - ok.
Parkování - v areálu.
Veliká zahrada, spoustu altánů.
Snídaně - s obsluhou personálu.
Přes den a večer - NEVAŘÍ TU.
Pro náš účel cesty, perfektní volba. Soukromí, ticho, anonymita a dojezd do Varšavy - super.",2021-05-16
5,Královský hrad,"plac Zamkowy 4, 00-277 Warszawa, Polsko","Samotné centrum Varšavy je nevyčerpatelné. Krásné místo s Královským hradem, Sloupem krále Zikmunda III. Stojí za to zajít na vyhlídkovou věž za symbolické vstupné a vše vidět z ptačí perspektivy. Samotný zámek je krásný a rozsáhlý.
Z tohoto místa dojdete na oblíbené Staroměstské náměstí, kde je jedna restaurace vedle druhé. A pak dále na zbytky obranného opevnění - Barbakan. Pokud se zdržíte v těchto letních dnech až do pozdních hodin, nasajete večerní a noční atmosféru okořeněnou pouličními umělci, tisíci světýlky a neopakovatelnými výhledy.",2021-05-16
5,Warsaw Uprising Monument,"plac Krasińskich, 00-263 Warszawa, Polsko","Místo, kde se potkává několik monumentálních a architektonicky zajímavých staveb.
Nejvyšší soud - krásná stavba.
Památník Varšavského povstání - donutí vás se zastavit a popřemýšlet o historii a událostech, které se odehrály.
Naproti pak Palác Krasiňských. Opravený palác, krásné zahrady.
V tomto místě je i několik parkovacích míst s parkovacími automaty.  Odtud pohodlně a za chvilku dojedete ke Královskému hradu, ke Sloupu krále Zikmunda III a do samého historického centra Varšavy. Míjíte bezpočet kostelů, uliček. Nádherné místo, kde musíte zůstat několik dní.",2021-05-16
4,Hotel a televizní vysílač Ještěd,"Horní Hanychov 153, 460 08 Liberec","Ikona a dominanta Liberce. Sem musíte!
Pěšky pod lanama, nebo kabinkovou lanovkou až na vrchol, či sedačkovou lanovkou na Skalku a procházkou dojít k cíli. Občerstvit se můžete v kiosku a rovnou se kochat panoramatama s pivem v ruce, nebo můžete využít služeb restaurace. Ceny vyšší, porce standardní, výběr užší.
Lze se zde i ubytovat. Parkovné a snídaně v ceně. Termíny jsou dopředu většinou vybukované.
Nicméně noc v ikonickém a architektonickém skvostu stojí za to. Večeře byla ok. Pokoje zařízené v původním stylu. Návrat do dob minulých nás velmi potěšil. A proto velmi doufáme, že současné plánované úpravy Ještědu se nedotknou historie a památky pana Hubáčka a jeho hyperboloidu.",2021-05-16
5,Katedrála svatého Jana Křtitele,"Plac Katedralny 18, 50-329 Wrocław, Polsko","Wroclaw. Město, které mě překvapilo. Tepna života bylo centrální historické náměstí, které prostě žije ve dne i v noci. Jedna hospůdka vedle druhé, výběr polské kuchyně, tradiční i moderní.
Wroclaw. Město trpaslíků. Každý si jistě najde toho svého a může se k němu vracet.
Wroclaw. Město jako oáza klidu. S krásným parkem, spoustu mostů a výhledů na Odru. Klidným krokem dojdete na katedrální ostrov  a pak dál do Katedrály sv. Jana Křtitele.
Wroclaw. Mám ji blízko, často kolem ní jezdím, ale teprve nedávno jsem objevila její kouzlo. Jeden den Vám ale nestačí! Doporučuji....",2021-05-16
5,Petřínská rozhledna,"Petřínské sady 633, 118 00 Praha 1-Malá Strana","Jedno z krásných míst v Praze. Krásná procházka, krásný výlet. Z Malé Strany pár kroků do Petřínských sadů a výšlapem dojdete k Petřínské rozhledně. Nebo lze využít lanové dráhy. V sezóně je ale téměř vždy fronta. Na Petříně lze zakoupit lístek na rozhlednu i do Zrcadlového bludiště. Tam opět vystojíte frontu než vás vpustí dovnitř. Ale jde to rychle. Občerstvení, stánek a zmrzka za přijatelné ceny. K dispozici je i veřejné wc. Můžete se pak rozhodnout, zda sejdete sady, nebo lze jít směrem ke Stahovskému klášteru. Opět výlet, který rozhodně stojí za to.",2021-05-16
5,Zoo Liberec,"Lidové sady 425/1, 460 01 Liberec","I nepříznivé počasí neodradí od návštěvy Zoo. Překvapilo mě spoustu nových zastřešených vyhlídek na venkovní výběhy zvířat. Super. Palec nahoru. V sezóně otevřeny všechny kiosky. V horní i dolní části. Základní výběr jídel v dolní restauraci - postačující. Nová expozice paviánů se nám také líbila. Opět nové zastřešení a lavička. Stále chybí lepší podmínky pro slony.
Pokladna v plném rozsahu frčela, vše bez front. Milá obsluha a pokladní. Parkoviště v 11 hodin už plné. Vždy parkujeme až u Kasáren, nebo ve Zborovské ulici a procházkou si pohodlně k Zoo dojdeme.
Lze určitě parkovat i v centru a dojet tramvají. Nebo si prohlédnout centrum a pěšky k Zoo dojít. Také krásná procházka.",2021-05-16
4,Motorest Obora,"Obora 59, 472 01 Doksy","Obsluha a výběr jídel u pultu. Velká nabídka na tabuli. Až to překvapí. Nápoje čepované. Birell grep pomelo super. Jídlo chutné, kořeněné. Výtečné. Parkovat lze před motorestem nebo ve stínu ta ním. Sezení uvnitř, nebo příjemná krytá terasa. Vše vedle parku se stínem a stromy. Herní prvky pro děti jsou také. Již jsme jedli třikrát a vždy spokojenost. Děkujeme!",2021-05-16
5,Táborská rozhledna,"Chlum 20, 512 51 Lomnice nad Popelkou","Tábor! Místo, které stojí navštívit. Zaparkovat můžete v obci Chlum a pěšky si vyšlápnout po Křížové cestě. Je to sice do kopce, ale krásná procházka. Nebo můžete vyjet autem až nahoru k rozhledně. Na rozhledně je samoobslužní vstup a je otevřena celoročně. Před rozhlednou je umístěn dřevěný kiosek, kde můžete zakoupit Turistickou známku nebo jiné suvenýry. Lze pak vyrazit do Lomnice nad Popelkou. Nebo na opačnou stranu do městečka Železnice, do Vlastivědného muzea. Nebo si zajet, či vyšlápnout si to směrem na Klepandu a Kumburk. Je co vidět a objevovat v tomto kraji.",2021-05-16
5,McDonald's,"Novopacká 2860, 193 00 Praha 9 - Horní Počernice-Praha 20","Rychlé občerstvení, které přijde vhod. Teď a tady. Je to tu klidnější místo. Vždy se dá zaparkovat. Nebo využít McDrive. Venkovní posezení ok. Dětské prvky kvitovány. Celkově tuto pobočku McDonalds hodnotím velmi kladně. A nejvíc mě na tomto místě baví ty čerstvé kytky.",2021-05-16
4,Aquapalace Praha,"Pražská 138, 251 01 Čestlice-Říčany u Prahy","Místo pro zábavu! V těchto letních dnech skvělé osvěžení. Čas tu ubíhá opravdu velmi, velmi rychle. Toto místo neomrzí. Při velké návštěvnosti si ovšem na lehátko nelehnete, musíte si vystát všude fronty. Jak na tobogánech, tak i na zmrzku. Bohužel. Nicméně při celodenním vstupném již v odpoledních hodinách návštěvníků ubylo a atrakce se uvolnily. Venkovní atrakce - divoká řeka - zdálo se nám nebezpečné, respektive, byli jsme dost omlácení. Jediné co bych vytkla aquaparku byli opilí návštěvníci, kteří využívali tobogánů a nebyli vykázáni. Ohrožovali sebe a vlastně i ostatní.",2021-05-16
4,Aquapalace Hotel Prague,"Pražská 137, 251 01 Čestlice-Říčany u Prahy","Hotel poskytnul příjemný prostor pro pobyt, který byl spojen hlavně s návštěvou aquaparku. Rodinný pokoj Executive byl v pořádku. Ocenili jsme zapůjčení županů a plážových tašek včetně osušek. Děkujeme za servis. Třetí patro bylo velmi klidné s možností využití lounge. Drobné občerstvení bylo opravdu jen drobné. Snídaně standardní.
Pobyt a služby hodnotíme kladně, personál milý, vstřícný, usměvavý a vždy zdravil. Vše bylo dle našich představ a návštěvu quaparku jsme si tak mohli užít na sto procent.
Pět hvězdiček nemůžeme dát vzhledem k hotelové restauraci a jejich nabídce v jídelním lístku a cenám.",2021-05-16
5,Velkopopovická Kozlovna,"Ringhofferova 1, 251 69 Velké Popovice","Kozlovna to je svěží pivo z pivovaru. Příjemná obsluha, prostorná restaurace, hezká zahrádka. Pivo dobré, Birell osvěžující, oběd chutný. Palec nahoru.",2021-05-16
5,Pivovar Velké Popovice,"Ringhofferova 1, 251 69 Velké Popovice","Prohlídka pivovaru stojí opravdu za to. Je dvakrát denně, a to ve 13 a 15 hodin. Trvá cca hodinku a půl. Provedou Vás historickou částí, shlédnete dva filmy, ochutnáte pivo, prohlédnete si stáčírnu a na konci navštívíte Oldu. Super zážitek.",2021-05-16
5,Spa Resort Libverda - Hotel Panorama,"Lázně Libverda 12, 463 62 Lázně Libverda","Lázeňské služby jsme nevyužili, o tom psáti nebudeme. Lázeňské město vybízí k výletům. Procházkám. Je to tu opravdu krásné a klidné místo. Kavárničky, cukrárny, prodejny s oplatkami. Kolonáda upravená s možností se posadit na lavičky. Můžete se projít do lesoparku. Je osazen herními prvky pro děti, je osazen i prvky pro posilování. Opět spoustu laviček. Vše uzpůsobeno klientům Resortu, ale i nám výletníkům.
Parkovat lze na dvou odstavných parkovištích, hodina za 10 Kč. Můžete si pohodovou procházkou dojít do Hejnic, nebo na druhou stranu na Obří Sud.
Lze sem dojet na kole po Viniční. Nebo ze Singltreku pod Smrkem si sem přijet na kávu. Dneska tu bylo cyklistů požehnaně. Krásné místo pro relax a odpočinek.",2021-05-16
5,Obří sud Lázně Libverda,"Lázně Libverda 186, 463 62 Lázně Libverda","Příjemné zastavení na procházce z Libverdy. Osvěžit se můžete venku na terase. Vítáni jsou i cyklisté. Klidné posezení s krásným výhledem. Kdo by přijel autem může zaparkovat hned vedle. Parkování však placené a předražené. Nepatří k restauraci. Vnitřní prostor se za těch 20 let nezměnil, nostalgie na vás dýchne každým kouskem. Za Obřím Sudem lze navštívit ""Vyhlídku Dobrého ducha Muhu"".",2021-05-16
4,Vyhlídka,463 62 Lázně Libverda-Hejnice,"Kratičká procházka cca 100 m od Obřího Sudu. Na místě najdete info ceduli, dřevěnou lavičku, Ducha Muhu a krásný výhled!",2021-05-16
5,Koupaliště Kníže,"Jarošov 257, 506 01 Jičín 1","Hezké, čisté koupaliště se spoustou upravené travnaté plochy. Okolo bazénů i velké množství lehátek. Jeden velký tobogán a několik menších skluzavka pro zábavu s dětmi stačí. Příjemně dlouhá otvírací doba. Po 16 hodině můžete zakoupit levnější vstupné a do osmi do večera užívat, blbnout, relaxovat i odpočívat. Pro mě příjemné místo, které nebylo přeplněno lidmi.",2021-05-16
5,Stánek s občerstvením,511 01 Karlovice-Turnov 1,"Super místo. Moc chválím. Obsluha v pohodě. Výběr jídel a nanuků dostačující. Kvalita dobrá. Posezení pod slunečníky. Sice u parkingu, ale nepřijde vám to. Jsem tu podruhé během 14 dní a dávám palec nahoru.",2021-05-16
4,"Kaufland Zittau, Chr.-Keimann-Str.","Christian-Keimann-Straße 44, 02763 Zittau, Německo","Bezproblémový dojezd, velké parkoviště - ale je potřeba dávat pozor. Prodejna rozlehlá, přehledná. Teď prošla rekonstrukcí a změnou uspořádání regálů a položek. Některé položky byly vylistované a již je nenajdete. Ceny srovnatelné, možná mírně nižší. Kvalita potravin lepší. Zejména u zeleniny, uzenin, masa. V odpoledních hodinách je vždy prodejna plná, pokladny jsou vytížené.
Doporučujeme nákupy dopoledne.",2021-05-16
5,Alza.cz pobočka Praha 9 Horní Počernice,"Do Čertous 2658/1, 193 00 Horní Počernice",Dobré parkování u prodejny. Velký prostor a dobrý bod pro osobní odběr zásilek objednaných na webu Alzy. Vše bez čekání.,2021-05-16
5,Storge s.r.o.,"Do Čertous, 193 00 Praha 20","Srdce vašeho nákupu. Ano. I my, co tu nenakupujeme pravidelně, ale nárazově na eventy jsme spokojeni. Výběr vždy, objednávka na infu nebo mailem funguje. Květiny jsou pak připraveny hned ráno na termín a čas. Palec nahoru.",2021-05-16
5,Parkoviště P1 – Centrál – Bedřichov,"29022 309, 468 12 Bedřichov u Jablonce nad Nisou",Dobrá poznámka!,2021-05-16
5,Rozhledna Královka,"Janov nad Nisou 1160, 468 11 Janov nad Nisou","Krásné místo pro výlet, nebo zastávka při pěším nebo cyklo trasování Bedřichovem. Dostupné i pro kočárky. Buď po silnici nebo i lesní cestou. Zvládne opravdu každý. Auto nechte na dolním centrálním parkovišti v Bedřichově a udělejte si krásnou, pohodovou procházku.
U rozhledny je restaurace, velké a zajímavé dětské hřiště. Výběr z jídel dobrý, ceny přijatelné. Toalety čisté, uklizené a zdarma. Venkovní sezení zastřešené proti sluníčku.
Místo je dost vytížené turisty. Trošku komerce. V současné době se na místě přistavuje.
Za nás ale velká spokojenost.",2021-05-16
4,The Playground,"Na Příkopě 854/14, 110 00 Nové Město","Líbí se mi aktuální nabídky na jednotlivé značky.
Obchod velký, výběr dobrý, ceny vyšší.
Zajímavé atrakce po celém obchodě.
Využili jsme virtuální realitu - Golem ve staré Praze.
Zábavné pro celou rodinu.
Kladně také hodnotím rychlé a bezproblémové vyřízení reklamace na hračku a vrácení peněz.",2021-05-16
4,Palladium Praha,"Nám. Republiky 1078/1, 110 00 Petrská čtvrť","Dobré parkování v centru. Vyřeší to spoustu starostí a ušetří i čas.
Foodcourt s širokým výběrem.
V OC najdete široký výběr obchodních značek. Dobré nákupy. Za mě moc lidí. Přeplněno. V dolním patře napojení na metro.",2021-05-16
5,Lanový park a Lezecká stěna Bedřichov,"Na Stadionu, 468 12 Bedřichov u Jablonce nad Nisou","Super zábava, super zážitek. Můžete absolvovat malý okruh a velký okruh. Nebo si koupit 90 minut lezení.
Parkování v Bedřichově je možné na centrálním parkovišti nebo dojedete autobusem číslo 18 z města.",2021-05-16
5,Zoo Praha,"U Trojského zámku 120/3, 171 00 Praha 7","I odpolední Zoo je krásná a můžete tu v letních měsících zůstat až do 21 hodiny. Což je super. Mít Zoo v podvečer téměř pro sebe. Dnešní návštěva byla tedy neopakovatelná.
Parkovné za 200 Kč trošku dražší. Kupujete si ho až v pokladně se vstupenkami.
Jinak dojem a pocity úplně kladné. Dostatek odpočinkových zón po celé trase v Zoo. Ceny jako jinde. Výběhy a atraktivnost zvířat mě vždy dostanou. Dnes zabodovali žirafi, gorily, hroši a líně odpočívající lední medvěd.",2021-05-16
5,Flex - Tex Central Stock,"Jateční 1531, 170 00 Praha 7-Holešovice","Velký výběr látek, rychlá obslužnost. Parkovat lze naproti v tržnici. Hodina je zdarma.
Kladně hodnotím i nákup přes www stránky.",2021-05-16
5,Chata Bučník,"Blatná 159, 027 32 Habovka, Slovensko","Milé posezení na terase v těchto letních dnech. Obsluha velmi, velmi vstřícná a ochotná. Paní majitelka velmi laskavá.
Výběr z jídelního lístku dostačující.
Jídlo bylo dobré, chutné, okořeněné.
Pivo točené Zlatý Bažant. Dobré.
Parkování ve dvoře penzionu.
Ubytování standardní, čisté. Pokojíky menší. Koupelna se sprchovým koutem, WC, umyvadlo.
Snídaně v ceně ubytování. Švédský stůl, teplý i studený výběr.
Je důvod se sem opět vrátit.",2021-05-16
